campaign_id,comment_id,comment_description,sentiment
2201,17906455652381021,احلى دمدوم😊😊,Positive
2201,18272223481070846,اللذاذاه 🔥🔥,Positive
2201,17916194300467827,قدها دمدوم❤️,Negative
2600_2,17865348135009961,#bootsandscarf we are already creating for this event,Negative
2600_2,18023706538702728,"Adiworldacome get ready for a superb night of fun , we thank everyone who have been reposting this event so far and getting tickets .. prepare to have fun ,
Please share and follow gratitude here for more on #bootsandscarf",Negative
2600_2,18314017090129736,🐮,Positive
2600_2,17997517715237473,🔥🔥🔥👏👏👏,Positive
2600_2,17955092570565467,😍,Positive
2600_2,17975232557559688,@Thewriterswarmth,Positive
2600_2,17992427525109323,@heaven_of_author,Positive
2600_2,17880828317959690,@mexico_community_~𝑬𝒏𝒗í𝒂𝒏𝒐𝒔,Positive
2333,17907127292861595,🔥🔥,Positive
2333,17965149581531171,😍😍😮,Positive
2333,17984152814550936,💝😍,Positive
2207,17913090986325368,"*🌙 هلا رمضان بجسم صحى🌙*
*🪂 استقبل العيد بطلة جديدة🪂*
*✨ااانحف بصحة وأمان ✨*
 *راسلني بدون تردد 📲*",Positive
2203,17858749412708809,واااو 😍😍😍,Negative
2203,17912363456321322,تسلم الانامل 😍❤️,Positive
2203,17931516049998808,@w_h_w2020 @mqmr98,Positive
2207,18170824960174201,"بدك تنحف اكتب 1
بدك تسمن اكتب 2
بدك للبشرة اكتب 3
بدك للشعر اكتب 4 
بدك لمشاكل اخرى اكتب 5 
حياكم الله الرد في اقرب وقت🌸💕",Positive
2207,17906861486525676,"Ask us for the most stylish💯😍
 Experience diversity with us🔥
 Suitable for any occasion
 Your graceful offer, accompanied by Asma Online Shop😉👇♥
@_fatima.dxb_",Negative
2207,17924507693113161,❤️❤️❤️❤️,Positive
2207,17932389485115176,💖💖💖,Positive
2207,17986564177464831,Please check your dm,Positive
2207,18130706854265692,I love the orange and apple one because they have no sugar added!! Its the one i get for the kids😉❤️,Positive
2207,18209658451120527,You good looking mom & son duo 😍😍❤️,Positive
2207,18123190966278603,🙌🙌🙌,Positive
2207,17920822574473949,❤️❤️❤️❤️❤️❤️👏👏🔥,Positive
2207,17903426333470802,"Hello guys, if you want the best brands, come to my page 💛🌹",Positive
2203,17950275295773668,ايش هو نوع الفيليه؟,Positive
2203,17899037777554235,اقدر استغني عن النشاء؟؟,Positive
2203,17999169151423054,اخ بس شفتها وانا بموت جوع 😢😮,Negative
2203,17955485935666941,مايصير مر اذا حطيتي ليمون,Negative
2214,17949376312833696,😍😍😍,Positive
2212,18281079307064145,شاهي,Negative
2212,17915800937463192,😍😍😍,Positive
2212,17903951672437972,السلام عليكم ورحمة الله وبركاته اذا كنت تحتاج الى مساعده مهما كانت أمد لك يد العون والمساعدة واترك رسالة على الرسائل الخاصه ويتم الرد عليها بإذن الله تعالى مني انا شخصيآ ونسال الله تعالى أن ينثر في خطاويكم الخير والبركة وأتمنى لكم التوفيق والنجاح الدائم في حياتكم وكلتك أمري يا الله فأنت خير الوكيل🇸🇦,Positive
2212,17873952653663915,الله🤍🤍,Positive
2212,17954037571704245,🔥طور لغتك الإنجليزية في حسابي🔥👱‍♀️,Positive
2203,17958765478653545,سويته للفطور امس و كان عجيب، تسلمين 🤩❤️,Negative
2203,17947277230871083,انا نفس عمرك واحب الطبخ نفسك بس الفرق اني من 🇸🇦😂❤,Positive
2203,18225663997114367,احسه يشبه اكل الانمي 🫶🏻❤️,Negative
2203,17898949892504435,لمحبي الطبخ ادخلو لحسابي 🔥,Negative
2203,18192336661091112,قلبيييي تسلم يدك❤️❤️❤️❤️,Positive
2203,18208340626178967,Yasss😍,Positive
2203,18172353943171171,وين طريقة سان سبستيان 😭,Negative
2203,18192749818092038,ماشاءالله يسلم يدك ،،، كل عام وإنت بخير,Positive
2203,17927706902303987,ماشاءالله شطورة ❤️,Positive
2203,18131146492256797,قبولي مشروم,Positive
2203,18284484550012049,فولو مي,Negative
2203,17875304027618625,😍,Positive
2203,17926089794090184,شو نوع اللحم استرالي ولا هندي ولا شو🥺,Positive
2203,17859681032683283,ها سوالف ماتطلع لك الا و انته صايم,Negative
2203,17914412024396209,اهل الدمام حياكم اسوي مراصيع لذيذة لفطور رمضان😍😋🤎🤎,Positive
2203,17898194981596296,(خبزة) فتوت محشي بالاجبان والزيتون ريحة وطعم خيال 😍🤎🤎🤎 جدة,Negative
2203,17945879029884589,الطعم وصلني😍😍تسلم ايديكي,Negative
2203,17913232037407958,تسلم يدك 😍❤️❤️❤️,Positive
2203,17918797022491904,يممميييي,Positive
2203,18169962313169205,اش افضل شركة فيليه ؟,Positive
2214,17957305456726260,❤️,Positive
2214,18141029167247286,الله يخليلك ياهن ياقلبي ويحمين ويلبسك العافية,Positive
2214,17919661535200223,❤️❤️❤️❤️❤️❤️,Positive
2214,18040600273335559,اقبل رمضان شهرالخيرغيّرّ مَظهَركَ / بنزُولٍ وَزْنِكَ 10 كِيلُوُ وَأَكثٌر بِمنْتَجِ طَبِيعِيّ وَآمِنٍ معَ برَامِجٌ غِذَائِيّة معَ مُتَابعَةٌ خِلالَ فَتْرةٍ الكُورسِ،، 🌺حَيّاگمِ 🌺,Positive
2214,17903297630466275,@dania_samsam,Positive
2207,17967267700579492,رمضان كريم بالتوفيق للجميع 😍😍,Positive
2207,17927199806191256,مبادرة مميزة 👏 بالتوفيق يارب,Positive
2207,17918756831366806,مشكوره على المشاركه ❤️❤️ يسعدك,Positive
2207,17952391810781028,Good luck 😍😍😍,Positive
2207,17874519035664792,Hlw awi msa😍😍😍,Negative
2207,17901557402539825,1❤️❤️❤️,Negative
2207,18279896761067418,Amaaarrr awiiii❤️,Positive
2207,17846806148747481,Bettawfik 😍😍 habbeet,Negative
2207,17865023537700666,Good luck beautiful❤️,Positive
2207,17962739779619288,Hlw gedn 😍,Negative
2207,17952222994759425,Keep it up 🙌,Positive
2207,17936439896070908,كتير حلو حبيت,Positive
2207,17912380301333361,يسلموا حبيبتي عالمشاركة,Positive
2207,17996267554440912,محلا الريل والله,Negative
2207,17857298657699455,حمستيني جدا ع المسابقة,Negative
2207,17945573674782082,بالتوفيق حبيبتي,Positive
2207,17892105965614721,اسم الله عليك منوره,Positive
2201,17926365788166635,شكلها بلاليط بالروبيان😋👏,Negative
2201,17922786002211123,تسلم ايدك,Positive
2201,17929584286998395,The spice set is so beautiful! Where is it from? Do they ship intentionally?,Negative
2201,18284439712049590,ملكة الطبخ,Positive
2201,17933161031028317,اسيا تسلم ايدك على الوصفه ❤️ قوللى علب البهارات الشيك دى من فين,Positive
2201,17917613804475533,تسلم الايادي روعه,Positive
2201,17943076540881914,تسلم ايديك ياشيف .. ينفع نعملها بالفراخ او اللحمه نفس الطريقه ؟؟؟,Positive
2201,17897555432579673,❤️❤️❤️❤️,Positive
2201,17927405813038794,@asmaa_fawzy_taman,Positive
2201,18015528508373349,ده كده ليفل الوحش ❤️❤️❤️❤️❤️,Positive
2201,18083517391294273,باين عليها من الصوره مش محتاج تقولي جميله 😢😢😢😢😢,Positive
2211,18213183778127954,يارب ✅✅♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️🍇🍇🍇🍇🍇🍇🍇🍇,Positive
2207,18046959658321469,شكرا @neda_uae  على المبادرة الرائعة ❤️ بالتوفيق للجميع,Positive
2333,18381211957066747,🔥🔥🔥🔥,Positive
2211,17954787523682826,❤️❤️❤️❤️❤️❤️,Positive
2211,17957505202655992,يارببب,Negative
2211,17934161945030464,ي رب ترزقني  بالبوكس,Negative
2211,17929879169302974,🔥🔥🔥🔥🔥🔥🔥🔥,Positive
2211,17955424720672557,❤️❤️❤️❤️❤️,Positive
2211,17983338448477355,يارب,Positive
2211,18287438812043350,يارب🤍🤍🤍🤍🤍,Positive
2211,17940497200941902,يارب تسر خاطري🌹❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️,Negative
2211,17948760283799905,😘😘🌹🌹🌹❤️❤️❤️❤️❤️,Positive
2211,17938947367955098,♥️♥️♥️♥️♥️♥️♥️يارب,Positive
2211,17990633227455965,اللهم صلي ع سيدنا محمد,Positive
2211,17941340245931720,يرب,Negative
2211,17964728155605983,فوزيني فرحيني,Negative
2211,17949773461771572,الله يفرح قلبك باللي تتمنينه,Positive
2211,18290521465044149,سبحان الله وبحمده سبحان الله العظيم,Positive
2211,18169930387170430,❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️,Positive
2211,17935636841015826,عليكم عافيه 😍😍,Positive
2211,17968414594566285,يارب ي حبيبي 🤍🤍🤍❤️,Positive
2211,17950326691794324,❤️❤️❤️❤️❤️❤️,Positive
2207,17972976373527080,Wala chi helo😍,Positive
2207,18136486453249742,حلو اوي بجد 😍😍😍,Positive
2207,17858191073716708,Ramadan Karim to you😍,Positive
2207,18161915605213717,Keep it up,Positive
2207,17928469148074870,Really love it❤️❤️,Positive
2207,18120747598277168,حبيبتي كل التوفيق ليكي يارب 😍,Positive
2207,17928650138182318,Good luck all 👏🏼,Positive
2207,17897771279593256,يعطيكي الف عافية حبيبتي 😍,Positive
2207,17972080342555162,بالتوفيق للجميع 😍👏,Positive
2207,18088530961293337,كتير حبيت مبادره رائعة 😍,Positive
2207,17912188451336441,بالتوفيق حبيبتي 😍😍😍,Positive
2207,17912798534334101,ماشاء الله عليكي وانتي بتتكلمي وكأنك متحدثه رسميه لقناه علي التليفزيون,Positive
2207,18171396982169519,فكرة حلوة.... كل التوفيق يارب,Positive
2207,17945261899789690,بالتوفيق المستمر الك برافووو 👏👏,Positive
2207,17959664527652248,Love this shot! 😍,Positive
2207,18044727547322278,Love this 👍🏼,Positive
2207,17950893526826066,يسعد اوقاتك كتير حلو,Positive
2207,17924975288326371,Masha’llah 3leky❤️❤️,Negative
2207,17940347902967326,Good luck everyone😍,Positive
2333,18060269701488177,😎🔥🔥🔥❤️,Positive
2333,18004419059186399,😢😢😢😢,Positive
2333,18005541893278483,Wow,Positive
2333,17898905548054632,😍😍,Positive
2333,17862348039000107,😍😍😍,Positive
2333,17902760366864627,@ambreen_rehan 😍😍,Positive
2333,17944759928742982,🔥.,Negative
2333,18039001864606838,❤️,Positive
2333,18406166965012508,Mmmhmm!!!,Positive
2333,18058629151492204,🔥🔥🔥,Positive
2600_4,17862541160980468,😍😍😍,Positive
2333,18069614476395691,@s.dureja 🙏🏽🙏🏽,Positive
2333,18236511163243968,Yummmm 😍😍😍😍,Negative
2333,17905939888040547,IKEA muthu,Positive
2600_2,18013763728812711,@inst_aston thank you!,Positive
2600_2,18211074631267972,"@steflanny93 thank you my good man. It is a honour to serve and March for king and country! 🇬🇧🧐 Yep, we’ll be on the hoe for the big day",Positive
2203,18046758385319550,توفي والدي رحمة الله عليه والله الذي لا إله إلا هو ظروفنا صعبة حيل الا حاب يتأكد من حالنا جاين هدد بعد العيد تكفوون يااهل الخير نحن بنات مالنا غير اخ واحد بعد الله ثم انتم محتاجين مقاضي البيت دحاج او لحم او يتصدق علي بطاقة بنده او بطاقة لولو اللي يقدر يساعدني الله يجزاه خير  الله يسعدكم ويحقق لك امانيكم ويجعل التوفيق يلازم كل خطاويك وجعل عيونك ماتشووف غير الفرح ويحفظكم من كل شر  عندي مايثبت رجاءا لااحد يجرج مشاعري رمضان علي ابواب الله يبلغنا واياكم في احسن حال  انا من جدة,Negative
2207,18202857760151361,Wow what a pic!,Positive
2207,18125309380301859,مبادرة حلوة 😍😍👏,Positive
2207,17967700975573259,حلو كتير الله يوفقك❤️,Positive
2207,17959208773643895,Wow this is interesting,Positive
2201,17918068097200420,😍😍,Positive
2201,18220408387187093,🔥,Positive
2214,17885495897629725,👏👏100 %,Negative
2214,17929304858174862,أحلا ماما😍😍😍❤️,Negative
2214,18193476448090019,كتير حلو الكلام الله يحميكم يااااارب ويخليلك ياهم ❤❤❤,Positive
2214,17963029687611108,Mashallah salute to every mom ❤️❤️❤️❤️❤️,Positive
2214,17936407979063139,احلى مامي❤️❤️❤️,Positive
2214,17995447729432198,يعطيكي العافيه و يحفظكم لبعض ❤️,Positive
2214,17936252396015861,😍😍😍😍😍,Positive
2214,17905000490446213,الله يخليلك إياهن الأمامير ويحفظهن ❤️,Positive
2333,18062038810436015,Prettyyy🤭🫣,Positive
2333,18109505407346277,🌙,Positive
2333,17847816289105528,Amazing!,Positive
2203,17901579530533949,متجر نحت براشات تخرج 2022 تصميم حسب الطلب حياكم,Positive
2203,17961827332622633,@delicious_o1,Positive
2203,17919494750494299,وين احصل الفيليه الكويس ب الرياض,Negative
2203,17899106240551311,بنات الي محتاجه فستان زواج عندي فستان للبيع شوفوه وان شاءالله ما نختلف على السعر 💜💜,Positive
2203,17937181685003092,عوافي,Positive
2203,18285215884014592,😍,Positive
2207,17923312433146581,يعطيك الف عافية,Positive
2207,17932716668007259,Msaaaaaaaaa helw awe❤️,Positive
2207,17905146893527503,Shklk amar❤️,Negative
2207,17958584068661073,Ramadan kareem,Positive
2207,17870941205680351,El video ygnn,Negative
2207,17914556474437306,Zy el amar❤️,Positive
2207,17943446497936576,Ramdan karim 😍,Positive
2207,18057765949308059,Gamila y dodo ❤️,Negative
2207,17916322913294022,Thanks for sharing this!! 😍😍😍,Positive
2207,18118173814287145,Good luck for everyone 👏👏,Positive
2207,17936827334030035,الجائزه فعلا مُغرية جدا 👏 بالتوفيق للجميع يارب,Positive
2207,18193713220085554,حلو حبيت كثير ❤️❤️❤️❤️,Positive
2207,18231261799110525,Good luck dear,Positive
2207,17943737491901729,This is amazing 😍,Positive
2207,18089542426294049,موفقه يا رب,Positive
2214,17934217019087160,تذكري انه مافي حدا حياته بيرفكت وخالية من المشاكل او المنغصات لو مهما كان فعيشي طبيعي وتعايشي مع وضعك مهما كان واذكري انه كل الظروف وقتية يعني بعد فترة تنتهي وتصير ماضي انتي بس اصبري واتركيها على ربك ❤️,Negative
2333,18081892018412365,🔥,Positive
2203,17955046708708677,👏👏👏👏,Positive
2203,17907593609521615,🔥,Positive
2203,17950588750749779,اول مره اشوف شامبو ضد السمك جديده هاذي,Negative
2203,17933120813093599,سلسال اسوار 😍🔥👏,Negative
2203,17900528288541900,يسعد الغامديه الفنانه,Positive
2203,17936392988047705,سووه بالسلمون يطلع تحفه,Negative
2203,17885429450631643,"‏ ‏ 📍 📍لماذا الانتظار ورمضان على الأبواب 📣 📣 📣
ارسل طولك او وزنك وانا بحكيلك كيف تنحف وبفترة قصيرة بمنتج آمن ومضمون راسلني 💃💃💃💃💃❌❌❌❌❌❤❤‼‼",Positive
2203,17957477704658510,بهار ليمون يعني بهار بودرة,Positive
2203,18132145636256104,ادعمو حسابي الله يفرح قلوبكم ، اجهز هداياكم بكل حُب 😢❤️,Positive
2203,18288810544059949,بعد اذنك اخت افنان 🥺شرفينا بزيارة حسابنا ننتقي لكم اجمل الاواني والاكسسوارات المنزلية وبأسعار مميزه❤️,Positive
2203,18230485564109577,مالكم داعي ماتدخلو حسابي جايكم العيد وتحتاجو عناية الي تبي الزين تجي عندي حياكم🔥😉,Negative
2203,18220194124184172,"‏@aftelya0
بنات نصيحه اللى شعرهاا تعبان ومتقصف ويتساقط وخفيف ولا يطول بسرعه عليكم في هذا المنتج وراح تدعون لي 👏🏻👏🏻👏🏻😇💆🏻‍♀️جباااااار",Positive
2203,17925191888205776,"□■
بنات بنات .. قبل العيد ، مين تبغى تضعف بس ماتقاومين الاكل💜 وماتقدر تلبس الي تبيه 💔تعالي اقولك ع سر عجييييب #تابعووني😌",Positive
2203,18292585135057018,بعد اذن صاحب الحساب ، حياكم الله عندي غلاف جواز بشكل انيق ويمكنكم اضافه الأسماء🙏🏻🤍,Negative
2203,17934461159097088,اللهم صل وسلم على محمد,Positive
2212,17842307996767129,❤️❤️❤️❤️❤️,Positive
2212,17967269980570369,❤️❤️❤️,Positive
2203,17925813941223959,😍😍😍😍😍😍,Positive
2203,17918594075492973,ي بنات احد عنده طريقة عجينة سمبوسة أمّ أفنان الغامدي ؟؟,Negative
2211,17917594124473544,Will try it next time i'm in a rush before work,Positive
2211,17954761834689274,يااارب من نصيبي🥺♥️♥️♥️♥️♥️♥️والله احب سناباتك واتابعك من زماااااااان ♥️♥️♥️♥️,Positive
2211,18171311866168358,لاحول ولاقوة الا بالله ❤️❤️❤️❤️,Negative
2211,17965548526537498,🤲🏼يلغك رمضان ومن تحبين❤️❤️❤️,Positive
2211,18008430766398242,الله يسعدك يارب❤️❤️❤️❤️,Positive
2211,17930058974155762,انا يارب افوز ❤️❤️❤️❤️,Positive
2211,17934917606063330,بنتك الكبيره تاخذ القلب سبحان الله احس كميه حب تجي من عيونها 😍😍,Positive
2211,18117048742285273,يارب افوز واجرب شعور الفوز لو مرة وحدة يارب يارب 🤲🏻🤲🏻,Positive
2211,18068758189305279,يارب افوز لو مره وحده 😿😿😿,Negative
2211,17930639552016845,اللهم كما سيّرت الجبال سيّر لي رزقي ونصيبي وأكرمني بكرمك واعطني ما أتمنى♥️,Positive
2211,18117952420284552,نشارك نتخيل اني افوز دام  ولا عمري فزت😂😢,Positive
2211,17935602863076664,يارب افوز معك 🙏🏻🙏🏻🙏🏻,Positive
2211,17918873492343841,تو ما زاد غلى بوك بقلبي يوم اعلنت لهم بيشو 😍♥️,Positive
2211,17961889234564926,يارب يارب 😭💘💘,Negative
2211,18121513357278653,ياارب❤️❤️❤️,Negative
2211,18029048833355061,سناباتك اليوم تجنننننننننن❤️,Negative
2333,17847816682105528,🙏🏼,Positive
2333,17899596793026069,😍❤️,Positive
2333,17900644129056842,Wow! 😍,Positive
2203,17943685519808072,𝙎𝙀𝙉𝘿 𝙈𝙀 𝙋𝙄𝘾 𝙊𝙉 @food.hub.ig 🍓,Positive
2212,17977721641502333,💕💕💕💕💕💕💕💕💕💕💕,Positive
2212,17954963674631579,يلا بسم الله بعد الصلاة نروح نشتَري 🚶🏽‍♂️,Positive
2212,17971689673529836,Masha Allah ❤️🙌,Positive
2203,17958736897717763,وش طريقة الخضار تسلقينها وتحمرينها,Negative
2203,17849466764728626,طبخات رمضانيه سهله وسريعه✨🌙,Positive
2203,17939161036986151,لك وحشه,Negative
2203,18287985685026416,غريبه افنان مالها حس اول يوم رمضان عسى خير 😥,Negative
2203,17953369252739688,ارررررررررددددددكل شي🔥🔥🔥,Positive
2203,17918539154369240,حساب لبيع المكياج وادوات التجميل حياكم الله 🌸💕,Positive
2203,17935105346070237,معاً للجنة .. حساب ديني 🌸💕,Positive
2203,17909230928519434,بدأنا استقبال طلبات العيد 🖤🔒,Positive
2203,18004431223407844,خلوني اشارك معاكم فرحتكم بتصميم دعوه😍,Positive
2203,17843196812762204,لوسمحتوا ايش اسم صابون غساله الصحون اللي اعلت عنه افنان قبل ؟,Negative
2203,18222583372185260,"‏للحين ماطلبتوا عطرنا هالعطر ريحة تججننن صراحة تصميمه خُرافي، ورائحته مجنونة ، وبدون مجاملة شيء يستحق التجربة 👍
‏ولأنهم واثقين بمنتجهم 🤩!
‏يقولون لكم اطلبوا العطر ولكم كود خصم  كود الخصم(DD) 👌 بقيمة 15٪
‏رابط المنتج 👇

‏⁦‪https://rimannajd.com",Positive
2203,17936416826017809,لهاية اطفال بسعر مناسب 👏,Positive
2203,17916885206273229,انتي مبدعة دائما,Positive
2333,17980500554623639,Anit anit,Positive
2211,17930432342125897,يارررررب افوز,Negative
2211,17996651500433269,يارب افووووز 🤍,Positive
2211,18211851949120208,والله العظيم اتمنى افوز فيه للعيد يااارب تشوفي كلامي وراح ادعيلك كل ماشفته ☹️😫,Positive
2211,17943869929812501,ياانااس على الحلووين❤️❤️,Positive
2211,17943943654791216,❤️❤️❤️❤️❤️,Positive
2211,18222648259136663,يارب يارب,Negative
2211,17975997994482121,ياررررررررب 🌸🌸🌸🌸🌸🌸🌸🌸🌸🌸🌸🌸🌸🌸🌸🌸🌸🌸🌸🌸🌸🌸🌸🌸🌸🌸🌸🌸🌸,Negative
2211,18229821817111724,يارب افوز مع اني مادري وش الهدية😅😂🎈,Positive
2211,17972362846541413,❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️,Positive
2211,17930523686141582,يارب افوز معك يارب ياكريم ♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️,Positive
2211,18013624081386963,يارب افوز❤️❤️❤️❤️❤️❤️,Positive
2211,18286840597026315,يارب افوووز😢,Positive
2211,17935718969063892,❤️❤️❤️ لذاذذذه,Negative
2211,17945223058887899,يارب افوز 👏👏🔥,Positive
2211,18231200203101959,ولك فشر أكبر إعلان 😍❤️,Negative
2211,17914088900287478,يا عمري ع موموووووووو 🥺❤️ الله يحميه و يفرح قلبك فيه 👶🏼😍,Positive
2211,17970600823552152,جعت🤣🤣😍😍صحة وهنااا,Negative
2211,18232193611100671,بيجنن الڤيديو 😍,Negative
2211,17942634736905367,❤️❤️❤️❤️❤️,Positive
2211,17939309608948246,❤️❤️🔥,Positive
2203,17915800058387122,افنان سلامتك الي فيك ماله علاقه بالمخ هذا التهاب بالعصب السابع جربته ونفس اعراضك بالضبط😢😢😢💔💔💔💔💔💔💔💔,Negative
2211,17958910279593948,بتخلي الواحد يغير رأيو بالجبنة الكريمية😢❤️,Positive
2211,17882892668583943,فعلا اطيب انواع الجبنة ❤️فناانة زنزون,Negative
2201,17874852914657908,ماشاءالله تبارك الله شاب سنع الله يحفظك لاهلك,Positive
2333,17986596958179461,😃✌!!,Positive
2211,17843906153755038,😋😋😋,Positive
2211,17920527749166172,حلوو,Positive
2211,17915113760386321,❤️,Positive
2211,18189075724161291,❤️,Positive
2211,18291010729031195,❤️,Positive
2211,17937604507984057,❤️,Positive
2211,17939571697853098,❤️,Positive
2211,17961032191614807,❤️,Positive
2211,17912693822316556,❤️,Positive
2211,17948869462819392,😍😍👏👏👏👏👏,Positive
2211,17928826691137038,❤️❤️,Positive
2211,17903558837439179,لازم هالدعاية تكون عالتلفزيون على قد مو حلوة 😍,Negative
2211,17934742960907116,😍😍👍🏻,Positive
2211,17914944764271886,😍😍😍😍😍,Positive
2211,17905638926397983,❤️❤️❤️,Positive
2211,17937162062006884,❤️❤️❤️❤️,Positive
2211,17907916772368491,❤️❤️,Positive
2211,17927641907302434,👏👏👏👏,Positive
2211,17936764480994884,😍😍😍,Positive
2212,17863271168664906,😍😍😍,Positive
2333,18032619499030504,💗💗💗,Positive
2201,17927772728066196,شنو مرق الدجاج تقصدون الماجي مع ماي؟,Positive
2201,17908747052361431,ما شاء الله ابدااااع,Positive
2201,17957951692658996,🥰🥰👌👌👌👌,Positive
2201,18154874785220974,🤩👌🏻,Positive
2201,18051098443314131,👏👏,Positive
2201,18291003841047620,ماشاءالله عليك مبدع وفنان ذوق واخلاق وترتيب ونظافه الله لايضرك جد استفدت من وصفاتك استمر👏🏻😍🌷,Positive
2201,17919041060507081,بالله عليكم علموني طريقه احفظ الفيديوهات الطبخ اللي تعجبني ابغ اتفنن برمضان ان شاء الله كل ماكبشرت ع وصفه حلوه يقولي مافي مساحه امسح بعض الصور وانا ماابغ امسح وش اسوي,Positive
2201,17943705661798106,عادي لو استخدمت نوع رز ثاني ؟ وتسلم يدك 👏👏👏🔥,Negative
2201,17941482541938801,اعتقد هادا رجال مثلي ماياكل الا دجاج😍,Negative
2201,17933394914101300,بس انت استخدمت ملعقتين 😁,Positive
2201,17938681222980471,ماشاء الله عليك ،المفروض الفلورز ٧ مليون مبدع ونظافه سلس في الطبخ👏👏,Positive
2201,18086214490288895,نصيحة لاتشيلون الورقه اللي على وجه الزبده لانها تنشف وتطلع طبقه عليها ،,Negative
2333,17921457544114175,독립축하해!!!!!,Negative
2333,18001609550323340,Yummy,Negative
2333,18003055313490876,@urvijagda yes 😍😍,Positive
2214,17904950777440846,❤️❤️,Positive
2214,17924458280248879,❤️👏👏👏,Positive
2214,17945067370783797,😍😍😍😍😍,Positive
2214,18067692763307110,❤️❤️❤️❤️❤️❤️❤️❤️,Positive
2214,17935018994088052,😍😍😍😍,Positive
2214,17884614740583969,😍😍😍,Positive
2214,18003337459414979,😍😍😍😍😍😍,Positive
2214,18266533003074935,😍😍😍😍❤️,Positive
2201,17849710073719102,حلوة اوى❤️❤️ نوع الحلل ايه الل  بتطبخى فيها ؟؟,Positive
2201,17913946781282939,يميييي 👏🏻😍,Positive
2201,17964767989587316,يسلم هالايدين 😍,Positive
2201,17883868790569308,ماشاءالله 😍😍,Positive
2201,17938989643945509,يسلم دياتك 😍👏👏,Positive
2201,17887891844614566,يا اسيا يا قمر ❤️ بتجيبى أدوات المطبخ القمر دى منين,Negative
2201,17940781966922319,المفروض تحدي بدون ملعقه😂,Negative
2201,18010277308388997,تحفه❤️❤️❤️,Positive
2201,17968157164556329,تسلم ايدك جميله هجربها❤️❤️❤️,Positive
2201,18207372595181461,تسلم ايدك كميه المياه اد ايه,Positive
2201,17931934901085256,براافوا عليكى بجد,Negative
2333,18052097158502586,So dreamy happy Diwali,Negative
2333,18071244874434003,@graziella_ib 🙌🙌,Positive
2333,17853544240713364,❤️👏🏻,Positive
2600_4,18121186726113857,منور بوخليفة ✨✨,Positive
2600_4,18126403915097497,@jarah19 الله ينور عليك,Positive
2600_4,17923510721045374,أحلى فطور 🌺,Positive
2600_2,17867790612008730,😍😍👏👏👏,Positive
2600_2,17979305432533045,😍😍😍,Positive
2212,17943570505909389,💕💕💕💕💕💕💕💕💕💕💕💕💕💕💕💕💕💕💕💕,Positive
2333,18034262671138385,Wow😍😍😍,Positive
2600_2,17986292603428570,😍😍👏👏🔥🔥🔥,Positive
2333,17846973973186470,Pretty nice!,Positive
2333,17854445464096656,🍴,Positive
2600_2,17991602507366110,❤️,Positive
2600_2,18073008265390346,@artjaeney ❤️,Positive
2333,17897200658920369,hotyy dm🔥🔥,Positive
2333,18042826975574243,😍❤️,Positive
2333,18074610592430672,🔥😍❤️,Positive
2333,18064508965427962,❤️❤️,Positive
2333,18030163177684037,❤️,Positive
2333,17860754280062476,🔥🔥😍,Positive
2333,17991726602409870,😍🔥,Positive
2333,17857018137077678,😎,Positive
2333,18009070118119656,😍,Positive
2333,18206095102282537,❤️🔥😍🔥🔥,Positive
2207,17909805542354969,بالتوفيق يا رب حبيت 😍😍,Positive
2207,18153566176245229,حلو كثير بالتوفيق,Positive
2207,17984468233485618,بحب كل ريلاتك 😍😍,Positive
2207,17930363390297362,رمضان مبارك موفقه,Positive
2214,17881193120647174,😍😍😍,Positive
2214,17952943816741223,Check your dm please,Positive
2201,17934320930025999,This looks lip smacking delicious 😍,Positive
2201,17939127742981097,Wow❤️perfect recipe😍🔥❤️,Negative
2201,18222691501118106,Lurpak is my butter of choice 😍,Positive
2201,18197029669152502,Wowww👏❤️,Negative
2201,18131952718248390,Lutpark bread n honey....my childhood favourite.....😢😢,Positive
2201,17867742704689142,Yummmmmmmmm! Beautiful video❤️,Positive
2201,18285073897004861,😍😍😍,Positive
2201,17964415555599882,Yummy 😋,Negative
2201,18191940214088362,❤️❤️❤️,Positive
2201,17923629542262131,🔥🔥🔥,Positive
2201,17924588540100828,❤️❤️❤️🙌,Positive
2201,17937397132986603,😍😍😍😍,Positive
2201,17949915484776185,❤️❤️,Positive
2201,17915234333461512,🔥🔥🔥🔥,Positive
2201,17951972977663887,❤️❤️❤️,Positive
2211,18037387429334059,❤️,Positive
2211,17936576719990051,❤️,Positive
2211,18157876681237617,❤️,Positive
2211,18032248540342503,❤️,Positive
2211,17905804442398447,😍,Positive
2211,18227571547108718,😍,Positive
2211,17917938791492953,😍,Positive
2211,18221346403187683,😍😍😍♥️♥️♥️,Positive
2211,17969823202503919,👏👏👏❤️😍,Positive
2211,17928995009034262,😍😍,Positive
2211,17943670822779813,موموو😍😍,Positive
2211,17905571033401474,🤤😍,Positive
